County,License Number,Operation Type,Establishment Type,Entity Name,DBA Name,Street Number,Street Name,Address Line 2,Address Line 3,City,State,Zip Code,Square Footage,Georeference
Oswego,738995,Store,JAC,FASTRAC EG LLC,FASTRAC EG 209 - PHOENI,343,STATE RT 264,,,PHOENIX,NY,13135,2500,POINT (-76.305576 43.254495)
Queens,738994,Store,JAC,LA JARABACOA DELI & GROCERY CORP,LA JARABACOA DELI & GRO,1125,IRVING AVENUE,,,RIDGEWOOD,NY,11385,1000,POINT (-73.902662 40.692348)
Kings,738993,Store,JAC,BUSHWICK DELI INC I,BUSHWICK DELI,1449,MYRTLE AVE,,,BROOKLYN,NY,11237,1000,POINT (-73.917969 40.698848)
Suffolk,738992,Store,JAC,OSCAR DELI & GROCERY NY CORP,OSCAR DELI & GROCERY NY,421,PULASKI STREET,,,RIVERHEAD,NY,11901,1300,POINT (-72.671328 40.921163)
Cayuga,738990,Store,JAC,FASTRAC EG LLC,FASTRAC EG 207 - AUBURN,136,GRANT AVE,,,AUBURN,NY,13021,5000,POINT (-76.551488 42.943657)
Oswego,738989,Store,JABC,FASTRAC EG LLC,FASTRAC EG 206 - PULASK,3821,ROME RD,,,PULASKI,NY,13142,36000,POINT (-76.118368 43.557913)
Oswego,738985,Store,JAC,FASTRAC EG LLC,FASTRAC EG - CENTRAL SQ,3007,EAST AVE,,,CENTRAL SQUARE,NY,13036,2500,POINT (-76.127658 43.28667)
Wayne,738984,Store,JAC,FASTRAC EG LLC,FASTRAC EG 203 - WOLCOT,5666,WHISKEY HILL RD,,,WOLCOTT,NY,14590,0,POINT (-76.813994 43.208291)
Kings,738981,Store,JAC,812 CORP,DSK,812,FRANKLIN AVE,,,BROOKLYN,NY,11225,700,POINT (-73.958164 40.670113)
Nassau,738979,Store,JAC,FRESH & TASTY SUSHI INC,FRESH & TASTY SUSHI,127,SUNRISE HIGHWAY,,,ROCKVILLE CENTRE,NY,11570,100,POINT (-73.651285 40.657337)
Wayne,738976,Store,JAC,FASTRAC EG LLC,FASTRAC EG 202 - CLYDE,1,N PARK ST,,,CLYDE,NY,14433,0,POINT (-76.869884 43.084297)
St. Lawrence,738975,Store,A,DUNSIN ANGELA,MYSTICAL,2,ELM ST,,,POTSDAM,NY,13676,0,POINT (-74.986433 44.66983)
Oswego,738969,Store,JABC,FASTRAC EG LLC,FASTRAC EG 201-OSWEGO,214,W BRIDGE ST,,,OSWEGO,NY,13126,4000,POINT (-76.526608 43.453894)
Queens,738966,Store,JAC,DEEGEES LLC,VEGAN 360 NYC,13203,LIBERTY AVE,,,SOUTH RICHMOND HIL,NY,11419,0,POINT (-73.813932 40.690693)
Erie,738963,Store,A,PARRAME ASIA MARKET LLC,PARRAME ASIA MARKET,1105,BROADWAY ST UNIT #7,,,BUFFALO,NY,14212,1600,POINT (-78.833963 42.894117)
Suffolk,738962,Store,JAC,TJ HERO MARKET LTD,TJS HERO SHOP AT ROBIN,60,WASHINGTON AVENEUE,,,PATCHOGUE,NY,11772,3200,
Chemung,738961,Store,JAC,403 SOUTHSIDE DELI AND GROCERY IN,403 SOUTHSIDE DELI AND,403,BROADWAY,,,ELMIRA,NY,14904,0,POINT (-76.81157 42.077523)
Albany,738960,Store,JAC,SANTACRUZ SIMONA,SABOR LATINO,117,LEXINGTON AVE,,,ALBANY,NY,12206,1400,POINT (-73.767758 42.659773)
Bronx,738959,Store,JAC,3 JS DELI GROCERY INC,3 JS DELI GROCERY,1098,ANDERSON AVE,,,BRONX,NY,10452,0,POINT (-73.925311 40.834697)
New York,738958,Store,A,CVS ALBANY LLC,CVS/PHARMACY #11237,358,5TH AVE,,,NEW YORK,NY,10001,10000,POINT (-73.984404 40.748649)
New York,738957,Store,A,CVS ALBANY LLC,CVS/PHARMACY #11132,196,ORCHARD ST,,,NEW YORK,NY,10002,0,POINT (-73.988073 40.722339)
New York,738955,Store,A,CVS ALBANY LLC,CVS/PHARMACY #10933,161,AVENUE OF THE AMERICAS,,,NEW YORK,NY,10013,0,POINT (-74.003896 40.725813)
New York,738954,Store,A,TARGET CORP,TARGET STORE T-3312,1201,THIRD AVE,,,NEW YORK,NY,10021,23000,POINT (-73.96157 40.768393)
Erie,738953,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #21065,1971,COLVIN BLVD,,,TONAWANDA,NY,14150,4000,POINT (-78.852752 42.991601)
Herkimer,738952,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #20834,166,SOUTH ST,,,WEST WINFIELD,NY,13491,0,POINT (-75.193018 42.883523)
Herkimer,738951,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #19944,2102,STATE RT 5,,,UTICA,NY,13502,0,POINT (-75.162365 43.104159)
Queens,738950,Store,JAC,ROYO BREAD CO INC,ROYO BREAD CO,36-46,37TH STREET,,,LONG ISLAND CITY,NY,11101,0,POINT (-73.925941 40.753129)
Nassau,738949,Store,A,MODERNVAP INC,MODERNVAP,1141,N BROADWAY,,,MASSAPEQUA,NY,11758,950,POINT (-73.461224 40.716649)
Orange,738946,Store,JAC,211 WEST FOOD MART INC,211 WEST FOOD MART,217,WICKHAM AVE,,,MIDDLETOWN,NY,10940,800,POINT (-74.40522 41.453219)
Erie,738944,Store,JAC,B&S SALES INC,SENECA DELI,1199,SENECA ST,,,BUFFALO,NY,14210,2000,POINT (-78.834165 42.870474)
Queens,738941,Store,JAC,R STOP 1 SUPERMARKET INC,R STOP 1 SUPERMARKET,111-01,43RD AVENUE,,,CORONA,NY,11368,3500,POINT (-73.85464 40.749611)
Suffolk,738940,Store,A,COMPASS GROUP USA,CANTEEN,625,BROADHOLLOW ROAD,,,MELVILLE,NY,11747,0,POINT (-73.422039 40.757733)
Suffolk,738931,Store,A,JANNAT ENTERPRISES INC,J MART & SMOKE SHOP,580,OLD MEDFORD RD. STE 12,,,PATCHOGUE,NY,11772,1500,POINT (-73.009305 40.78913)
New York,738930,Store,JAC,FONG ON 1933 INC,FONG ON,81,DIVISION STREET,,,NEW YORK,NY,10002,3600,POINT (-73.993699 40.714316)
Queens,738927,Store,JAC,D&Z SUPERMARKET CORP,D&Z SUPERMARKET,77-00,QUEENS BLVD,,,ELMHURST,NY,11373,7000,POINT (-73.886199 40.738234)
Tompkins,738926,Store,A,SUNNY DAYS OF ITHACA LLC,SUNNY DAYS OF ITHACA,215,E STATE ST,,,ITHACA,NY,14850,0,POINT (-76.496134 42.439593)
Saratoga,738925,Store,JAC,TMIKK INC,LILY AND THE ROSE CATER,2128,DOUBLEDAY AVE,,,BALLSTON SPA,NY,12020,0,POINT (-73.843182 43.01805)
Orange,738922,Store,JAC,JTSP INC,ROCCOROMA,99,RAILROAD AVE,,,GOSHEN,NY,10924,2500,POINT (-74.328015 41.402257)
Kings,738921,Store,JAC,BRIGHTON BEACH FARM MARKET INC,BRIGHTON BEACH FARM,1023,BRIGHTON BEACH AVE,,,BROOKLYN,NY,11235,1300,POINT (-73.958951 40.578175)
Kings,738920,Store,JABCH,CORTELYOU CAFE CORP,CONECTICUT MUFFIN,1106,CORTELYOU ROAD,,,BROOKLYN,NY,11218,0,POINT (-73.967755 40.63972)
Chenango,738919,Store,JAC,TROYER CRIST,HERITAGE PASTRIES,329,COUNTY RD 36,,,GUILFORD,NY,13780,600,POINT (-75.471703 42.419838)
New York,738917,Store,A,ORLANDO NEWS INC,ORLANDO NEWS,1364,YORK AVE,,,NEW YORK,NY,10021,250,POINT (-73.953404 40.767323)
Bronx,738915,Store,A,BEER CAVE & MART CORP,BEER CAVE & MART,601,E FORDHAM RD,,,BRONX,NY,10458,700,POINT (-73.885092 40.858484)
Queens,738914,Store,JAC,FUENTE DE BENDICION LLC,FUENTE DE BENDICION,709,BEACH 20TH STREET,,,FAR ROCKAWAY,NY,11691,1000,POINT (-73.75344 40.601912)
Suffolk,738913,Store,JAC,NETTLE & ROSE LLC,NETTLE & ROSE,77,W MAIN STREET,,,WEST SAYVILLE,NY,11796,250,POINT (-73.094035 40.729397)
New York,738911,Store,JAC,C & F MARKET PLACE CORP,LUNA BROTHERS FRUIT PLA,88,ESSEX STREET STALL #14 & 15,,,NEW YORK,NY,10002,2000,POINT (-73.988374 40.718228)
Onondaga,738909,Store,JAC,DEBS BROTHERS LLC,DEBS BROTHERS,613,WOLF ST,,,SYRACUSE,NY,13208,2000,POINT (-76.161359 43.075051)
Bronx,738906,Store,JAC,CRUZ CORDERO RAMON A,LA GAVIOTA DELI GROCERY,565,EAST 188TH STREET,,,BRONX,NY,10458,0,POINT (-73.887954 40.857016)
New York,738904,Store,JAC,1902 NEW WAY GOURMET DELI INC,1902 NEW WAY GOURMET DE,1902,7TH AVENUE,,,NEW YORK,NY,10026,1300,POINT (-73.952955 40.802777)
New York,738896,Store,JAC,TWINS DELI & GROCERY NYC INC,TWINS DELI & GROCERY NY,1974,7TH AVE,,,NEW YORK,NY,10026,0,POINT (-73.951269 40.805079)
Queens,738893,Store,JAC,ABC MEAT CORP,KEY FOOD # 2468,90-28,JAMAICA AVENUE,,,WOODHAVEN,NY,11421,7500,POINT (-73.853819 40.693041)
Rensselaer,738887,Store,JAC,3001 STAR GROCERY INC,3001 STAR GROCERY,3001,6TH AVE.,,,TROY,NY,12180,1250,POINT (-73.681861 42.747198)
New York,738886,Store,JAC,YUMMY FOODS CENTER CORP,YUMMY FOODS CENTER,2240,7TH AVENUE,,,NEW YORK,NY,10027,1000,POINT (-73.945215 40.813382)
Kings,738885,Store,JAC,BRIGHTON BEACH INTERNATIONAL FOOD,TASTE OF RUSSIA,219,BRIGHTON BEACH AVE,,,BROOKLYN,NY,11235,0,POINT (-73.96645 40.576554)
Dutchess,738884,Store,A,STAR NEWS STAND INC,STAR NEWS STAND,2001,SOUTH RD SUITE D119,,,POUGHKEEPSIE,NY,12601,800,POINT (-73.917119 41.626711)
Queens,738883,Store,JAC,ALEC FOOD CORP,C TOWN,59-15,ROOSEVELT AVE,,,WOODSIDE,NY,11377,10000,POINT (-73.904671 40.745454)
Queens,738882,Store,JAC,APNA FOOD & OIL CORP,BP SHOP,65-10,QUEENS BLVD,,,WOODSIDE,NY,11377,800,POINT (-73.900021 40.740778)
Bronx,738881,Store,JAC,MI TIERRA FRUIT MARKET CORP,MI TIERRA FRUIT MARKET,702,EAST 187TH STREET,,,BRONX,NY,10458,0,POINT (-73.884291 40.854108)
Queens,738880,Store,JAC,FRESH POND FARM MARKET INC,FRESH POND FARM MARKET,6638,FRESH POND ROAD,,,RIDGEWOOD,NY,11385,4000,POINT (-73.897687 40.707945)
New York,738879,Store,JAC,581 R & V FOOD CORP,581 R & V FOOD,581,W 207TH STREET,,,NEW YORK,NY,10034,1800,POINT (-73.920729 40.866932)
New York,738872,Store,JAC,WING LONG TRADING INC,WING LONG TRADING,135,MOTT STREET FRONT B,,,NEW YORK,NY,10013,0,POINT (-73.996753 40.718466)
Kings,738867,Store,JAC,MARUTI 9116 CORP,MARUTI 9116,9116,THIRD AVENUE,,,BROOKLYN,NY,11209,2000,POINT (-74.032663 40.61957)
Nassau,738824,Store,JAC,SSNS EXPRESS LLC,SSNS EXPRESS,330,CENTRAL AVENUE,,,LAWRENCE,NY,11559,13000,POINT (-73.730072 40.617438)
Ulster,738807,Store,JAC,BARAHONA A RIGORBERTO,DONA MAITE STORE,688,BROADWAY,,,KINGSTON,NY,12401,1200,POINT (-74.00812 41.930906)
Queens,738805,Store,JABC,SSNS EXPRESS LLC,SEASONS,68-18,MAIN STREET,,,FLUSHING,NY,11367,10000,POINT (-73.825152 40.732832)
New York,738803,Store,JAC,OSWALD CO LTD,OSWALD CO,1580,PARK AVE KITCHEN 3,,,NEW YORK,NY,10029,0,
Kings,738802,Store,JAC,ALIVE HERBALS II CORP,ALIVE HERBALS II,95,HALSEY STREET,,,BROOKLYN,NY,11216,1000,POINT (-73.94972 40.681814)
New York,738801,Store,JAC,PITAYAS FRUIT MARKET INC,PITAYAS FRUIT MARKET,4329,BROADWAY,,,NEW YORK,NY,10033,0,POINT (-73.934539 40.852529)
Kings,738800,Store,JABCH,CRUST BAKER INC,CRUST BAKER,1149,NOSTRAND AVE,,,BROOKLYN,NY,11225,2000,POINT (-73.950526 40.659564)
Bronx,738799,Store,JAC,SALS PLACE DELI & GROCERY 1 CORP,SALS PLACE DELI & GROCE,1971,BRONXDALE AVE,,,BRONX,NY,10462,900,POINT (-73.863889 40.849667)
Queens,738797,Store,JAC,115 LEFFERTBLVD NEWSTAND INC,115 LEFFERTBLVD NEWSTAN,115-07,LEFFERTS BLVD,,,SOUTH OZONE PARK,NY,11420,1200,POINT (-73.819511 40.676745)
Suffolk,738796,Store,JAC,WATER MILL GROCERY LLC,PROVISIONS,760,MONTAUK HWY,,,WATER MILL,NY,11976,4000,POINT (-72.351941 40.911)
Bronx,738795,Store,JAC,CHATMAN J CAKES LLC,BRONX COOK SPACE,50,EAST 168TH STREET,,,BRONX,NY,10452,0,POINT (-73.918965 40.836632)
Suffolk,738794,Store,JAC,PUPUSSAS OLOCUILTA DELI INC,PUPUSSAS OLOCUILTA DELI,1585,5TH AVENUE,,,BAY SHORE,NY,11706,1200,POINT (-73.262566 40.755397)
Queens,738793,Store,JAC,CORONA CAFE INC,CORONA CAFE,53-06,108TH STREET,,,CORONA,NY,11368,2500,POINT (-73.854528 40.742505)
New York,738792,Store,JAC,50 WEST ENTERPRISE INC,HUDSON CAFE & GROCERY,50,WEST STREET,,,NEW YORK,NY,10006,1000,POINT (-74.015441 40.707857)
Monroe,738791,Store,JAC,HERRMANNS FAMILY ENTERPRISE INC,HERREMAS MARKETPLACE,125,PATTONWOOD DRIVE,,,ROCHESTER,NY,14617,0,POINT (-77.606725 43.248213)
Kings,738790,Store,JAC,EL CERRITO CHINANTECO DELI GROCER,EL CERRITO CHINANTECO D,4001,9TH AVE,,,BROOKLYN,NY,11232,1600,POINT (-73.99578 40.64529)
Delaware,738789,Store,JAC,AMERICAN GINSENG PHARM REGIONAL C,GINSENG & BEYOND,138,CHURCH STREET,,,TREADWELL,NY,13846,8488,POINT (-75.054417 42.343087)
Bronx,738787,Store,JAC,SALAH MARKET CORP,SALAH MARKET,700A,GRAND CONCOURSE,,,BRONX,NY,10451,750,POINT (-73.925084 40.821895)
Kings,738786,Store,JAC,MACARON WHOLESALE LLC,MACARON WHOLESALE,478,ROCKAWAY AVE #B,,,BROOKLYN,NY,11212,0,POINT (-73.910387 40.668284)
Bronx,738785,Store,JAC,CV DELI GROCERY CORP,CV DELI GROCERY,1668,ZEREGA AVENUE,,,BRONX,NY,10462,700,POINT (-73.851 40.839754)
Kings,738784,Store,JAC,APPLE DELI & GROCERY CORP,APPLE DELI & GROCERY,120,AVENUE T,,,BROOKLYN,NY,11223,1200,POINT (-73.980915 40.598431)
Oneida,738783,Store,JAC,MELI DELI CORP,MELI DELI,1321,ONEIDA ST,,,UTICA,NY,13501,1500,POINT (-75.242418 43.095506)
Bronx,738780,Store,JAC,EUROLAB MARKET INC,EUROLAB MARKET,2326,ARTHUR AVE,,,BRONX,NY,10458,0,POINT (-73.888941 40.853944)
Kings,738778,Store,JAC,3 GUYS DELI CORP,3 GUYS DELI,773,PARK AVE,,,BROOKLYN,NY,11206,800,POINT (-73.944494 40.698182)
Kings,738776,Store,JAC,BROOKLYN DELI & GROCERY INC,BROOKLYN DELI & GROCERY,1322,NOSTRAND AVE,,,BROOKLYN,NY,11226,0,POINT (-73.949984 40.654633)
Kings,738774,Store,JAC,3RD GEN FOOD MARKET CORP,3RD GEN FOOD MARKET,689,RALPH AVE,,,BROOKLYN,NY,11212,1000,POINT (-73.922475 40.665948)
Queens,738770,Store,JAC,PARWAN DELI CORP,SPRING BREAK DELI,22002,HORACE HARDING EXPWY,,,OAKLAND GARDENS,NY,11364,2000,POINT (-73.757635 40.748782)
Bronx,738769,Store,A,L & T DISCOUNT SPOT CORP,L & T DISCOUNT SPOT,488,E 163RD STREET,,,BRONX,NY,10451,0,POINT (-73.910148 40.824497)
Richmond,738764,Store,JAC,WOODROW FOODS CORP,FANELLI'S DELI AND MEAT,566,WOODROW RD,,,STATEN ISLAND,NY,10312,1200,POINT (-74.186661 40.551379)
Onondaga,738762,Store,A,HEYDAR MELEKIZADE,H AND J GAS,6905,S. SALINA ST,,,NEDROW,NY,13120,100,POINT (-76.141107 42.973102)
Suffolk,738759,Store,JAC,WAQAR INC,EDIBLE ARRANGEMENTS,520,COMMACK RD,,,DEER PARK,NY,11729,1200,POINT (-73.310609 40.767566)
Kings,738757,Store,A,NEW DOLLAR DEAL INC,NEW DOLLAR DEAL,348,KNICKERBOCKER AVE,,,BROOKLYN,NY,11237,2500,POINT (-73.922055 40.70091)
Kings,738751,Store,JAC,ADENIYI ANITA,LANITA AFRICAN & CARRIB,999,RUTLAND ROAD,,,BROOKLYN,NY,11212,0,POINT (-73.926438 40.662636)
Bronx,738747,Store,JAC,146 DELI CORP,146 DELI,461,WILLIS AVE,,,BRONX,NY,10455,1000,POINT (-73.919376 40.814014)
New York,738746,Store,JAC,125TH FOOD INC,125TH FOOD,2425,2ND AVE,,,NEW YORK,NY,10035,1000,POINT (-73.933851 40.802376)
Bronx,738745,Store,JAC,1247 DELI & GROCERY CORP,1247 DELI & GROCERY,1247,WEBSTER AVENUE,,,BRONX,NY,10456,1200,POINT (-73.909219 40.833159)
Kings,738744,Store,JAC,PERALTA MINI MARKET CORP,PERALTA MINI MARKET,3210,FULTON STREET,,,BROOKLYN,NY,11208,2200,POINT (-73.876503 40.682427)
Westchester,738743,Store,JAC,MIKE SUSHI INCORPORATION,MIKE SUSHI,266,ROUTE 202,,,SOMERS,NY,10589,0,POINT (-73.689653 41.327297)
Kings,738742,Store,JAC,GOURMET FRESH 2 LLC,GOURMET FRESH 2,530,86TH STREET,,,BROOKLYN,NY,11209,8000,POINT (-74.025161 40.620851)
New York,738741,Store,JAC,M2M ALUMNI HALL CORP,H MART,39,3RD AVE,,,NEW YORK,NY,10003,5000,POINT (-73.989274 40.730418)
New York,738740,Store,JAC,SANTO DOMINGO GROCERY CORP,SANTO DOMINGO GROCERY,602,W 180TH STREET,,,NEW YORK,NY,10033,750,POINT (-73.934539 40.848756)
Kings,738739,Store,JAC,MAIN 1 GOURMET DELI CORP,MAIN 1 GOURMET DELI,540,HEGEMAN AVE,,,BROOKLYN,NY,11207,1100,POINT (-73.891395 40.660046)
Kings,738738,Store,JAC,ASIM DELI & GROCERY INC,ASIM DELI & GROCERY,356,S 1ST STREET,,,BROOKLYN,NY,11211,0,POINT (-73.952687 40.710598)
Kings,738737,Store,JAC,751 4TH AVE LOTTO & GRILL CORP,751 4TH AVE LOTTO & GRI,751,4TH AVE,,,BROOKLYN,NY,11232,1500,POINT (-73.998022 40.660357)
Queens,738736,Store,A,KEW GARDENS NEWS INC,KEW GARDENS NEWS,80-64,LEFFERTS BLVD,,,KEW GARDENS,NY,11415,400,POINT (-73.829686 40.709348)
Bronx,738735,Store,JAC,ALVIN AND BORA INC,MOBIL MART,1106,METCALF AVE,,,BRONX,NY,10472,1800,POINT (-73.872066 40.827136)
Dutchess,738732,Store,JAC,WALKWAY C-STORE INC,WALKWAY C STORE,128,WASHINGTON ST,,,POUGHKEEPSIE,NY,12601,2500,POINT (-73.929609 41.710998)
Queens,738731,Store,JAC,JAMAICA KING DELI CORP,JAMAICA KING DELI,218-29,JAMAICA AVE,,,QUEENS VILLAGE,NY,11428,1300,POINT (-73.736218 40.718195)
Erie,738728,Store,JAC,WATSONS CANDIES INC,WATSONS CANDIES,738,ELMWOOD AVE,,,BUFFALO,NY,14222,700,POINT (-78.877039 42.917187)
Chenango,738725,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #19913,109,STATE RT 12,,,CHENANGO FORKS,NY,13746,9700,
Delaware,738724,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #19989,2232,NYS RT 206,,,MASONVILLE,NY,13804,7263,
Richmond,738721,Store,JAC,BAY STREET EXTRA LLC,WESTERN BEEF SUPERMARKE,425,BAY STREET,,,STATEN ISLAND,NY,10304,30000,POINT (-74.075953 40.631864)
Queens,738718,Store,JAC,BIG PENNSY LLC,STAND ALONE CHEESE,79-07,37TH AVE,,,JACKSON HEIGHTS,NY,11372,0,POINT (-73.88679 40.749486)
Bronx,738717,Store,JAC,MO & HAMZA DELI CORP,MO & HAMZA DELI,976,LONGWOOD AVE,,,BRONX,NY,10459,1000,POINT (-73.897976 40.817314)
New York,738716,Store,JAC,2029 STOP 1 DELI & GROCERY INC,2029 STOP 1 DELI & GROC,2029,1ST AVENUE,,,NEW YORK,NY,10029,1900,POINT (-73.940716 40.788732)
Suffolk,738714,Store,JAC,DENKYL COMFORT,ALL NATION AFRICAN MKT,1750,SUNRISE HWY,,,BAY SHORE,NY,11706,1200,POINT (-73.241506 40.73695)
Chautauqua,738712,Store,A,DOLLAR TREE STORES INC,DOLLAR TREE #06948,93,E MAIN ST,,,WESTFIELD,NY,14787,5000,POINT (-79.575643 42.323652)
Nassau,738711,Store,JAC,EAST END GRIP LLC,OLD TAPPEN BREWING COMP,37,LUDLAM AVE,,,BAYVILLE,NY,11709,1200,POINT (-73.549313 40.905649)
Kings,738709,Store,JAC,BH SPRINKLES WILLIAMSBURG INC,BH SPRINKLES WILLIAMSBU,194,WALLABOUT STREET,,,BROOKLYN,NY,11206,0,POINT (-73.955288 40.699949)
Kings,738707,Store,A,FAMILY DOLLAR STORES OF NY INC,FAMILY DOLLAR #32292,644,GATES AVE,,,BROOKLYN,NY,11221,7140,POINT (-73.939251 40.687525)
Schenectady,738700,Store,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #8749,2001,BROADWAY,,,SCHENECTADY,NY,12306,5000,POINT (-73.964663 42.798013)
Bronx,738695,Store,JAC,MOCHA COFFEE EXPRESS LLC,MOCHA COFFEE EXPRESS,481,MORRIS PARK AVENUE (TRAIN STA,,,BRONX,NY,10460,0,
Queens,738694,Store,JAC,PRAMUKH 80 INC,E SMOKE & CONVENIENCE,80-02,ROOSEVELT AVE,,,JACKSON HEIGHTS,NY,11372,0,POINT (-73.885639 40.747453)
Onondaga,738693,Store,JAC,PMA FOODS LLC,PMA FOODS,2,S CLINTON ST,,,SYRACUSE,NY,13202,1500,POINT (-76.153268 43.049686)
Queens,738692,Store,JAC,PRAMUKH 79 INC,E SMOKE & CONVENIENCE,79-20,ROOSEVELT AVE,,,JACKSON HEIGHTS,NY,11372,0,POINT (-73.885922 40.747423)
Monroe,738691,Store,JAC,MOGADISHU STORE INC,MOGADISHU STORE,147,LYELL AVE,,,ROCHESTER,NY,14608,1400,POINT (-77.628265 43.164637)
New York,738688,Store,JAC,3872 ENG DELI GROCERY LLC,3872 ENG DELI,3872,BROADWAY,,,NEW YORK,NY,10032,2000,POINT (-73.942652 40.836938)
Kings,738682,Store,JAC,LA JUGUERIA INC,LA JUGUERIA,410,52ND STREET,,,BROOKLYN,NY,11220,1500,POINT (-74.013264 40.645058)
New York,738681,Store,JAC,EL AGUILA FOOD CORP,EL AGUILA FOOD,248,NAGLE AVENUE,,,NEW YORK,NY,10034,0,POINT (-73.920459 40.86322)
Bronx,738680,Store,JAC,N & Y CLASSIC DELI INC,N & Y CLASSIC DELI,3155,VILLA AVE,,,BRONX,NY,10468,900,POINT (-73.887232 40.875815)
New York,738679,Store,JAC,PEACH GOURMET CORP,PEACH GOURMET,306,B LENOX AVE,,,NEW YORK,NY,10027,700,POINT (-73.945251 40.807947)
Erie,738678,Store,JAC,TAHER MAHER M & ALHARBI MAJDY A,M&M FOOD MART,1650,KENSINGTON AVE,,,BUFFALO,NY,14215,2400,POINT (-78.795961 42.945148)
Bronx,738677,Store,JAC,OJ VALERIO DELI GROCERY INC,OJ VALERIO DELI GROCERY,1331,WEBSTER AVE,,,BRONX,NY,10456,0,POINT (-73.908352 40.834713)
New York,738673,Store,JAC,1219 DELI CORP,THE DELI DELI,1219,1ST AVENUE,,,NEW YORK,NY,10065,0,POINT (-73.958874 40.763858)
Queens,738672,Store,JAC,MIGHTY OAK ROASTERS INC,MIGHTY OAK ROASTERS,2801,24TH AVENUE,,,ASTORIA,NY,11102,1000,POINT (-73.917004 40.773421)
Cattaraugus,738670,Store,JAC,JIMS PARK AND SHOP LLC,JIMS PARK AND SHOP,1014,FRONT STREET,,,OLEAN,NY,14760,10000,POINT (-78.426895 42.088346)
Orange,738669,Store,JAC,DMMTA ENTERPRISES INC,KWIK MART,10,OAKLAND AVENUE,,,WARWICK,NY,10990,1500,POINT (-74.360059 41.255301)
Kings,738664,Store,JAC,D & E DELI & GROCERY INC,D & E DELI & GROCERY,2423,AVENUE U,,,BROOKLYN,NY,11229,2000,POINT (-73.946832 40.599885)
Westchester,738663,Store,JAC,CHESTNUT MARTS INC,CHESTNUT MARTS - 259 UN,259,UNDERHILL AVE,,,WEST HARRISON,NY,10604,1500,POINT (-73.749308 41.041785)
Kings,738651,Store,JAC,CHIEFS BAKEWEL CORP,CHIEFS BAKEWEL,3244,FULTON STREET,,,BROOKLYN,NY,11208,0,POINT (-73.875552 40.682703)
Kings,738648,Store,JAC,NEW MORELOS DELI GROCERY CORP,NEW MORELOS DELI GROCER,6004,20TH AVE,,,BROOKLYN,NY,11204,1000,POINT (-73.98308 40.619194)
Seneca,738646,Store,JAC,FINGER LAKES KOMBUCHA CO LLC,FALL STREET BREWING,106,FALL ST,,,SENECA FALLS,NY,13148,1200,POINT (-76.798745 42.910505)
Nassau,738645,Store,JAC,TRIPLE F DELI CORP,TRIPLE F DELI,227,BABYLON TPKE,,,ROOSEVELT,NY,11575,1000,POINT (-73.583012 40.674701)
Bronx,738644,Store,JAC,JOHORA CORPORATION,TASTY CORNER,900,E GUN HILL RD,,,BRONX,NY,10469,1600,POINT (-73.860259 40.875419)
Putnam,738643,Store,JAC,BREWSTER SNACK SHOP INC,BREWSTER SNACK SHOP,978,ROUTE 22,,,BREWSTER,NY,10509,1400,POINT (-73.603019 41.397396)
Westchester,738641,Store,JAC,VC DELI & GROCERY CORP,VC DELI & GROCERY,1,VAN CORTLAND PARK AVENUE,,,YONKERS,NY,10701,600,POINT (-73.887201 40.932117)
Queens,738637,Store,A,MARK INTERNATIONAL LLC,COME N PICK,63-01,39TH AVE,,,WOODSIDE,NY,11377,0,POINT (-73.900717 40.746683)
Albany,738635,Store,JAC,CENTRAL DELI & GROCERY INC,CENTRAL DELI & GROCERY,20,CENTRAL AVE,,,ALBANY,NY,12210,1000,POINT (-73.764242 42.657551)
Richmond,738634,Store,JAC,CASTLE DELI AND GROCERY CORP,CASTLE DELI AND GROCERY,1215,CASTLETON AVE,,,STATEN ISLAND,NY,10310,3000,POINT (-74.12294 40.634084)
Monroe,738630,Store,JAC,N&I MARKET INC,7 ELEVEN STORE #35083A,5947,E HENRIETTA RD,,,RUSH,NY,14543,0,POINT (-77.645581 42.996616)
New York,738629,Store,JAC,3M GOURMET DELI CORP,3 M DELI GOURMET DELI,316,SAINT NICHOLAS AVE,,,NEW YORK,NY,10027,1000,POINT (-73.952334 40.811139)
Kings,738628,Store,JAC,ORGANIC & DELI CORP,ORGANIC & DELI,992,JEFFERSON AVE,,,BROOKLYN,NY,11221,1600,POINT (-73.918162 40.686949)
Kings,738625,Store,JAC,MAITA DELI GROCERY CORP,MAITA DELI GROCERY,1571,ST JOHNS PLACE,,,BROOKLYN,NY,11213,900,
Cattaraugus,738623,Store,JAC,SALAMANCA REDEMPTION & BEVERAGE L,SALAMANCA BEV & REDEMPT,282-284,CENTRAL AVE,,,SALAMANCA,NY,14779,2000,POINT (-78.694733 42.165962)
Bronx,738619,Store,JAC,MELO DELI GROCERY CORP,MELO DELI GROCERY,1304,BOSTON ROAD,,,BRONX,NY,10456,900,POINT (-73.900037 40.831316)
